"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 17-Nov-2022"
"SYMBOL","SERIES","Adjusted 52_Week_High","52_Week_High_Date","Adjusted 52_Week_Low","52_Week_Low_DT"
"20MICRONS","EQ","    119.70","25-AUG-2022","     53.60","20-DEC-2021"
"21STCENMGM","EQ","     64.00","22-NOV-2021","     20.75","14-JUN-2022"
"3IINFOLTD","EQ","    119.30","16-DEC-2021","     37.25","20-JUN-2022"
"3MINDIA","EQ","  26943.00","08-FEB-2022","  17273.00","27-MAY-2022"
"3PLAND","EQ","     26.30","13-JAN-2022","     12.10","03-DEC-2021"
"4THDIM","EQ","     92.45","21-OCT-2022","     20.85","08-SEP-2022"
"5PAISA","EQ","    463.50","07-JAN-2022","    264.85","07-JUL-2022"
"63MOONS","EQ","    372.60","18-JAN-2022","    103.05","29-NOV-2021"
"A2ZINFRA","EQ","     16.15","25-APR-2022","      5.00","23-NOV-2021"
"AAKASH","EQ","     33.80","04-FEB-2022","      9.20","16-NOV-2022"
"AAREYDRUGS","EQ","     64.35","20-JAN-2022","     28.25","20-JUN-2022"
"AARON","BE","    207.80","02-SEP-2022","    102.00","20-DEC-2021"
"AARTIDRUGS","EQ","    608.00","13-DEC-2021","    378.00","23-JUN-2022"
"AARTIIND","EQ","   1118.00","18-JAN-2022","    642.30","19-OCT-2022"
"AARTISURF","EQ","   1212.70","16-NOV-2021","    603.35","20-JUN-2022"
"AARVEEDEN","EQ","     33.40","18-JAN-2022","     17.40","14-JUL-2022"
"AARVI","EQ","    178.70","22-SEP-2022","     55.00","23-NOV-2021"
"AAVAS","EQ","   3340.00","02-FEB-2022","   1815.00","17-JUN-2022"
"ABAN","EQ","     72.30","25-APR-2022","     36.00","20-JUN-2022"
"ABB","EQ","   3446.30","02-SEP-2022","   1944.60","28-MAR-2022"
"ABBOTINDIA","EQ","  20900.80","02-AUG-2022","  15514.00","08-FEB-2022"
"ABCAPITAL","EQ","    139.20","11-JAN-2022","     85.60","20-JUN-2022"
"ABFRL","EQ","    359.50","01-NOV-2022","    221.30","20-JUN-2022"
"ABMINTLLTD","BE","    144.00","21-JAN-2022","     66.00","15-NOV-2022"
"ABSLAMC","EQ","    619.95","16-NOV-2021","    375.00","17-JUN-2022"
"ABSLBANETF","EQ","    384.20","16-NOV-2021","     29.00","01-JUN-2022"
"ABSLNN50ET","EQ","    455.00","22-NOV-2021","     34.00","24-FEB-2022"
"ACC","EQ","   2785.00","14-SEP-2022","   1900.00","07-MAR-2022"
"ACCELYA","EQ","   1614.95","16-NOV-2022","    831.50","20-JUN-2022"
"ACCURACY","EQ","    303.00","30-MAY-2022","    167.60","20-DEC-2021"
"ACE","EQ","    347.50","15-NOV-2022","    175.00","12-MAY-2022"
"ACEINTEG","EQ","     61.60","16-NOV-2022","     47.00","10-NOV-2022"
"ACRYSIL","EQ","    927.90","13-DEC-2021","    468.00","20-JUN-2022"
"ADANIENT","EQ","   4096.00","16-NOV-2022","   1528.80","24-FEB-2022"
"ADANIGREEN","EQ","   3050.00","19-APR-2022","   1235.00","01-DEC-2021"
"ADANIPORTS","EQ","    987.85","20-SEP-2022","    651.95","24-FEB-2022"
"ADANIPOWER","BE","    432.50","22-AUG-2022","     93.60","29-NOV-2021"
"ADANITRANS","EQ","   4236.75","16-SEP-2022","   1650.25","30-DEC-2021"
"ADFFOODS","EQ","    940.00","07-DEC-2021","    650.00","20-JUN-2022"
"ADL","BE","     88.95","06-SEP-2022","     39.55","07-MAR-2022"
"ADORWELD","EQ","   1037.80","22-SEP-2022","    586.15","25-FEB-2022"
"ADROITINFO","EQ","     21.30","16-NOV-2022","      7.55","25-FEB-2022"
"ADSL","EQ","    174.50","10-JAN-2022","     83.85","03-NOV-2022"
"ADVANIHOTR","EQ","    109.50","08-FEB-2022","     60.55","09-JUN-2022"
"ADVENZYMES","EQ","    359.00","10-DEC-2021","    258.40","01-JUL-2022"
"AEGISCHEM","EQ","    328.95","11-NOV-2022","    167.25","28-FEB-2022"
"AETHER","EQ","   1048.90","16-SEP-2022","    701.00","03-JUN-2022"
"AFFLE","EQ","   1511.00","18-JAN-2022","    871.55","26-MAY-2022"
"AGARIND","EQ","    746.20","11-OCT-2022","    351.00","20-DEC-2021"
"AGI","EQ","    407.70","23-SEP-2022","    178.25","20-JUN-2022"
"AGRITECH","EQ","    143.20","30-MAR-2022","     57.10","20-DEC-2021"
"AGROPHOS","EQ","     76.10","06-MAY-2022","     15.80","29-NOV-2021"
"AGSTRA","EQ","    181.85","31-JAN-2022","     65.85","20-JUN-2022"
"AHLADA","BE","    153.90","25-NOV-2021","     74.00","12-MAY-2022"
"AHLEAST","BE","    253.20","23-SEP-2022","    113.10","02-DEC-2021"
